token_id;sentence_ids;tokens_no_punct;lemma_no_punct;PoS;depparse;head;constituency;AoA(m+sd);Zipf_freq;type_of_words
1;0;i;il;DET;det;linguaggi;(ROOT (f3 (sn (DET I) (NUM tre) (NOUN linguaggi)) (PUNCT .)));;6,584780852;function
2;0;tre;tre;NUM;nummod;linguaggi;(ROOT (f3 (sn (DET I) (NUM tre) (NOUN linguaggi)) (PUNCT .)));;5,607871462;NaN
3;0;linguaggi;linguaggio;NOUN;root;ROOT;(ROOT (f3 (sn (DET I) (NUM tre) (NOUN linguaggi)) (PUNCT .)));;2,304866582;content
4;1;c;ci;PRON;expl;era;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sp (ADP in) (sn (PROPN Svizzera))) (sn (DET un) (sa (ADJ vecchio)) (NOUN conte) (f2 (PRON che) (f (ibar (VERB aveva)) (compc (sn (DET un) (sa (ADJ unico)) (NOUN figlio) (PUNCT ,) (fc (CCONJ ma) (ADV così) (sa (ADJ stupido) (f2 (PRON che) (f (ibar (ADV non) (VERB riusciva)) (compin (sv2 (ADP a) (VERB imparare) (compt (savv (ADV nu) (PRON la))))))))))))))) (PUNCT .)));;6,166704172;function
5;1;era;essere;VERB;root;ROOT;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sp (ADP in) (sn (PROPN Svizzera))) (sn (DET un) (sa (ADJ vecchio)) (NOUN conte) (f2 (PRON che) (f (ibar (VERB aveva)) (compc (sn (DET un) (sa (ADJ unico)) (NOUN figlio) (PUNCT ,) (fc (CCONJ ma) (ADV così) (sa (ADJ stupido) (f2 (PRON che) (f (ibar (ADV non) (VERB riusciva)) (compin (sv2 (ADP a) (VERB imparare) (compt (savv (ADV nu) (PRON la))))))))))))))) (PUNCT .)));;6,283626334;content
6;1;una;uno;DET;det;volta;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sp (ADP in) (sn (PROPN Svizzera))) (sn (DET un) (sa (ADJ vecchio)) (NOUN conte) (f2 (PRON che) (f (ibar (VERB aveva)) (compc (sn (DET un) (sa (ADJ unico)) (NOUN figlio) (PUNCT ,) (fc (CCONJ ma) (ADV così) (sa (ADJ stupido) (f2 (PRON che) (f (ibar (ADV non) (VERB riusciva)) (compin (sv2 (ADP a) (VERB imparare) (compt (savv (ADV nu) (PRON la))))))))))))))) (PUNCT .)));;6,801817508;function
7;1;volta;volta;NOUN;obl;era;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sp (ADP in) (sn (PROPN Svizzera))) (sn (DET un) (sa (ADJ vecchio)) (NOUN conte) (f2 (PRON che) (f (ibar (VERB aveva)) (compc (sn (DET un) (sa (ADJ unico)) (NOUN figlio) (PUNCT ,) (fc (CCONJ ma) (ADV così) (sa (ADJ stupido) (f2 (PRON che) (f (ibar (ADV non) (VERB riusciva)) (compin (sv2 (ADP a) (VERB imparare) (compt (savv (ADV nu) (PRON la))))))))))))))) (PUNCT .)));;5,820011577;content
8;1;in;in;ADP;case;Svizzera;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sp (ADP in) (sn (PROPN Svizzera))) (sn (DET un) (sa (ADJ vecchio)) (NOUN conte) (f2 (PRON che) (f (ibar (VERB aveva)) (compc (sn (DET un) (sa (ADJ unico)) (NOUN figlio) (PUNCT ,) (fc (CCONJ ma) (ADV così) (sa (ADJ stupido) (f2 (PRON che) (f (ibar (ADV non) (VERB riusciva)) (compin (sv2 (ADP a) (VERB imparare) (compt (savv (ADV nu) (PRON la))))))))))))))) (PUNCT .)));;6,797274494;function
9;1;svizzera;Svizzera;PROPN;obl;era;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sp (ADP in) (sn (PROPN Svizzera))) (sn (DET un) (sa (ADJ vecchio)) (NOUN conte) (f2 (PRON che) (f (ibar (VERB aveva)) (compc (sn (DET un) (sa (ADJ unico)) (NOUN figlio) (PUNCT ,) (fc (CCONJ ma) (ADV così) (sa (ADJ stupido) (f2 (PRON che) (f (ibar (ADV non) (VERB riusciva)) (compin (sv2 (ADP a) (VERB imparare) (compt (savv (ADV nu) (PRON la))))))))))))))) (PUNCT .)));;1,19092323;content
10;1;un;uno;DET;det;conte;(ROOT (f (ibar (PRON C') (VERB era)) (compc (sn (DET una) (NOUN volta)) (sp (ADP in) (sn (PROPN Svizzera))) (sn (DET un) (sa (ADJ vecchio)) (NOUN conte) (f2 (PRON che) (f (ibar (VERB aveva)) (compc (sn (DET un) (sa (ADJ unico)) (NOUN figlio) (PUNCT ,) (fc (CCONJ ma) (ADV così) (sa (ADJ stupido) (f2 (PRON che) (f (ibar (ADV non) (VERB riusciva)) (compin (sv2 (ADP a) (VERB imparare) (compt (savv (ADV nu) (PRON la))))))))))))))) (PUNCT .)));;7,065833912;function
